W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,Product_Code
0.1738114075417489,0.22845871134412551,0.046788362570399096,-0.12673174263009887,0.26156553450987796,0.1976035346551927,0.320654909038108,0.8747170624877967,-0.27927311395871,0.32867660915559305,0.08908865780224619,0.3322551613880188,0.4617973922515943,-0.0519722615317398,-0.06777619535404836,-0.07608039672532702,0.2855736256790938,-0.06772093364529957,-0.5167691950257389,0.17937928967560607,-0.35992632158052407,0.10054328748165323,-0.22321960879534072,0.16945424093225556,-0.42007926826926867,0.0107094207166062,0.005219709716567245,0.28844463828163397,-0.2339501506678933,0.36025921865738003,-0.057346455211406966,0.22997384975724636,0.39578025539396844,-0.17588705354374867,-0.2764620642458886,0.5571430687646434,0.18128144298117307,0.0853103897647824,0.3325432396212905,0.8397420836857584,-0.10673576186550097,0.24768711402434848,-0.3872289197207424,-0.1171619931841606,-0.03867172288030391,0.12685742429991034,0.28222256079472946,-0.4958762737811188,-0.14920044574308103,-0.264609434322411,-0.3680554453545336,0.11623486594754455,P1
-0.1576666677465718,-0.24906710025403364,-0.4898127168480977,-0.5694285550048735,-0.19659785315213282,-0.6602169678552571,-0.27871387512762075,-0.5046844367232713,-0.5006714477031028,-0.5085946730480178,-0.5737636493318978,-0.5902861312305827,-0.28634021285436445,-0.5816787762816258,-0.7399208283556776,-0.2943629500657993,-0.5783376348459112,-0.21737128020207874,-0.2217842806031634,-0.04911799397923669,-0.43414453841291795,-0.21127547407712616,-0.6077376689759297,-0.46458215766548056,-0.42007926826926867,-0.5882795586742633,-0.20643951929023363,0.0828834769051795,-0.2339501506678933,-0.23018246473326026,-0.43469310978707487,-0.6361660518826615,-0.4442314003549631,-0.5449540662836715,-0.46122575118731063,0.1858669563832746,-0.27530007955836533,-0.5595725432507563,-0.11103006191302951,-0.4615315096222941,-0.5580532950924104,-0.29084974783556206,-0.5634593652277694,-0.38381786728805456,-0.30596803472058604,-0.6638619095728874,-0.664284004938271,-0.4084321211313064,-0.32740598550396277,-0.721590378179897,-0.2727511777355915,-0.9300079340908414,P2
-0.1576666677465718,0.14887107607776565,-0.10652623154917142,-0.05294894056763641,0.032483840678872576,-0.11433119353042538,-0.20379277710690466,0.2616497295050998,0.1635235535300755,-0.2802479597197603,0.31003942684696084,-0.05213704386973184,-0.4359677338755562,-0.20331698003170723,0.15627201564649473,-0.14884124783881778,-0.2183746096271591,0.0819294129114796,-0.0005455947862317087,-0.20144951641579853,-0.2114898879157364,0.2564526682610429,0.08439483934913049,-0.1475639583666125,-0.013534773559988384,-0.0891220758485387,0.7460270112403703,-0.22545826515950218,-0.4302601063757685,0.5570731131209268,0.32000019936426094,0.13373608290836772,-0.07089288668877132,0.008646452826212755,-0.09169837730446655,0.0930479282879324,-0.18398377505045765,0.36168878962858475,0.3325432396212905,0.09615717322401413,-0.4677897884470285,-0.29084974783556206,-0.21099847421371543,0.505035046391592,-0.30596803472058604,-0.3124310945183106,-0.14800769635663436,-0.05865551053205668,0.47451894342000495,-0.08181705677941667,-0.08214264249770727,-0.1976379740639712,P3
0.25668092636382905,-0.08989182972131392,0.2767602537497549,-0.3480801488174862,-0.04387672393146255,-0.27029855762323446,-0.05395058106547246,0.2616497295050998,0.23732299811153976,0.10032989582733552,-0.1318621112424685,-0.4365292491274825,-0.36115397336496036,-0.43033405778165834,0.38032022664703785,-0.22160209895230856,0.06959581054784254,-0.06772093364529957,0.3681855482419878,-0.4299468000706413,-0.28570810474813024,-0.21127547407712616,0.08439483934913049,-0.22681850819132954,-0.09484367250184444,-0.28878506897882855,0.32270855322676856,0.28844463828163397,-0.5284150842297062,-0.1317755175014869,-0.057346455211406966,-0.5399282850337829,-0.25756214352186724,0.3777134655661356,-0.2764620642458886,1.0212382092413543,-0.0013511660346422817,-0.19106801009901994,-0.02231540160616551,0.003209059416296083,0.34458177136140844,-0.20109360419224362,0.05334719404682507,0.14949388091973337,-0.4841655759474408,-0.4002887982819548,-0.23405374778690713,-0.05865551053205668,0.47451894342000495,-0.08181705677941667,-0.17744691011664937,-0.09301369406013263,P4
-0.07479714892449163,-0.3286547355203935,0.2767602537497549,0.09461666355728848,-0.27295841776246793,-0.1923148755768299,-0.05395058106547246,0.3382831461279369,-0.05787478021431726,-0.05190124639150281,0.08908865780224619,0.6397689255942194,-0.13671269183317272,-0.43033405778165834,0.23095475264667575,-0.14884124783881778,-0.0023967944959078715,0.38123010602503793,-0.2955305092088073,0.255545050893887,0.08538297941383899,-0.289230164466821,0.007491227313012685,-0.06830940854189549,-0.1761525714437005,0.31020391041204093,0.11104932421996769,0.1856640575934067,0.5512896721636077,-0.426996359196807,-0.24601978249924092,-0.4436905181849042,-0.25756214352186724,-0.26815380672872935,0.09306530963695549,-0.09259012790275198,-0.366616384066273,-0.006815743523151711,-0.02231540160616551,-0.27563528200685805,-0.28726277515626475,-0.021581316905606777,-0.12288325146020193,0.238379172287698,-0.1277704934937313,0.30257283182719874,-0.23405374778690713,-0.23354381583168154,-0.32740598550396277,0.1923715095350749,-0.08214264249770727,0.011610585943705959,P5
-0.48914474303489247,-0.4878300060531132,-0.566470013907883,-0.2005145446925613,-0.27295841776246793,-0.504249603762448,-0.12887167908618855,-0.27478418685476,-0.27927311395871,-0.5085946730480178,-0.647413905680136,-0.6671645722821329,-0.36115397336496036,-0.43033405778165834,-0.5158726173551346,-0.3671238011792901,-0.5063450298021608,-0.3670216267588579,-0.0005455947862317087,-0.1252837551975176,-0.43414453841291795,-0.05536609329773646,-0.22321960879534072,-0.3853276078407636,-0.5013881672111248,-0.6881110552394082,-0.6297579773038354,-0.43101942653595665,-0.5284150842297062,-0.3285894119650336,-0.7177031007188258,-0.4436905181849042,-0.537566028771511,0.2854467123811549,-0.5536075946580217,-0.6495042964748051,-0.366616384066273,-0.37532027667488815,-0.4658887031404855,-0.5544796234300122,-0.28726277515626475,-0.38060589147888046,-0.3872289197207424,-0.5615884500239838,-0.3950668053340134,-0.48814650204559895,-0.23405374778690713,-0.32098796848149397,-0.5056115252648444,-0.5387980006369026,0.10846589274017694,-0.3022622540678098,P6
-0.4062752242128123,-0.08989182972131392,-0.4898127168480977,-0.2005145446925613,-0.12023728854179769,-0.1923148755768299,-0.5783982672104852,-0.5046844367232713,0.015924664367147,-0.5085946730480178,-0.35281288028718316,-0.5902861312305827,-0.5107814943861521,-0.43033405778165834,-0.36650714335477247,-0.5126455034062716,-0.2183746096271591,0.007104239633090009,-0.7380078808426707,-0.5061125612889222,-0.2114898879157364,-0.36718485485651586,-0.6846412810120476,-0.3853276078407636,-0.25746147038555656,-0.38861656554397345,-0.523928362800435,-0.3282388458477294,-0.4302601063757685,-0.6238102536603538,-0.43469310978707487,-0.5399282850337829,-0.537566028771511,-0.3604205599137101,-0.5536075946580217,-0.18540915599809418,-0.366616384066273,-0.28319414338695403,-0.6433180237542135,-0.4615315096222941,-0.28726277515626475,-0.021581316905606777,-0.5634593652277694,-0.4727031586560192,-0.4841655759474408,-0.2245733907546664,-0.5782379535079982,-0.23354381583168154,-0.5947142951452853,-0.4474018118654054,-0.6539682482113599,-0.8253836540870028,P7
-0.07479714892449163,-0.24906710025403364,0.046788362570399096,-0.05294894056763641,-0.27295841776246793,-0.11433119353042538,-0.20379277710690466,-0.35141760347759715,0.015924664367147,0.02421432471791636,-0.1318621112424685,-0.12901548492128198,0.3869836317409984,-0.0519722615317398,-0.36650714335477247,0.06944130550165452,-0.0023967944959078715,-0.21737128020207874,0.22069309103069998,-0.04911799397923669,0.15960119624623284,0.10054328748165323,-0.3770268328675763,0.09019969110753853,0.06777412538186768,0.31020391041204093,-0.41809874829703453,0.28844463828163397,0.45313469430967007,0.16344532419383326,0.131326872076427,0.22997384975724636,0.02244174172777664,0.10091320601119347,0.0006834661662444701,0.0930479282879324,0.6378629655207115,-0.19106801009901994,-0.11103006191302951,0.003209059416296083,-0.4677897884470285,0.06817482673771165,0.14146241680033858,0.505035046391592,-0.3950668053340134,-0.04885798322737803,-0.061961644926361595,-0.23354381583168154,-0.14920044574308103,-0.4474018118654054,0.013161625121234838,0.011610585943705959,P8
0.4224199640079894,-0.01030419445495406,0.046788362570399096,-0.2005145446925613,0.1088444052892077,0.4315545807944063,0.17081271299667583,-0.1981507702319229,0.23732299811153976,0.1764454669367547,0.3836896831951991,0.409133602439569,0.4617973922515943,0.023700097718243912,-0.06777619535404836,-0.07608039672532702,0.21358102063534337,-0.14254610692368916,-0.0005455947862317087,0.6363738569852916,0.6049104972405959,0.5682714298198223,0.007491227313012685,0.4864724402311236,0.3117008222074359,0.11054091728175111,-0.3122691337936341,-0.01989710378304773,-0.03764019496001804,0.26185227142560663,-0.43469310978707487,0.5186871503038823,0.1157763701443246,-0.08362030035876795,0.09306530963695549,0.00022890019259021182,-0.09266747054254997,0.0853103897647824,0.5986872205418825,0.003209059416296083,0.07379125142526279,-0.021581316905606777,0.22957763955385208,-0.2949325759200899,0.406822130186833,-0.48814650204559895,-0.14800769635663436,-0.1460996631818691,0.11810786389824153,0.2837676983065721,-0.17744691011664937,0.4301077059590603,P9
1.0853761145846308,0.7855721582086446,0.7367040361084664,1.4227071006816125,0.7960894867822239,0.5095382628408108,1.2197080852867013,0.7980836458649596,1.0491168885076465,0.7853700358121081,1.5620937847670109,0.9472826898004199,0.9854937158257654,0.7047513309680973,0.38032022664703785,0.6515281144095807,0.8615144660290971,0.9798314922521546,0.7369166912702072,1.7788602752595055,0.4564740635758082,1.0359995721579913,1.0072381837825441,0.4864724402311236,1.2060987105678525,1.8076763588892144,0.5343677822335694,0.8023475417227701,0.7475996278714829,0.36025921865738003,0.6030101902960119,2.0584914198859408,1.422461167975996,0.3777134655661356,0.7397382139319327,0.0930479282879324,1.368393401583973,1.2829501225079258,0.5986872205418825,0.9326901974934765,0.4348452780067903,0.786223975884259,0.4939233078143926,0.7716909204954859,0.22862458895997823,1.356865276990929,0.36826861222500223,0.6408977106664427,0.8309300229417684,1.2891257747930411,0.8709000336917139,1.1624776659859304,P10
