W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,Product_Code
0.2037037037037037,0.22641509433962265,0.17857142857142858,0.13559322033898305,0.21311475409836064,0.23076923076923078,0.25,0.3387096774193548,0.09523809523809523,0.2692307692307692,0.19642857142857142,0.24561403508771928,0.26229508196721313,0.16363636363636364,0.15789473684210525,0.15254237288135594,0.22580645161290322,0.13432835820895522,0.05263157894736842,0.21428571428571427,0.078125,0.1896551724137931,0.13725490196078433,0.16666666666666666,0.078125,0.140625,0.15217391304347827,0.2127659574468085,0.11363636363636363,0.2619047619047619,0.14583333333333334,0.2127659574468085,0.24489795918367346,0.13043478260869565,0.10869565217391304,0.30434782608695654,0.18181818181818182,0.19148936170212766,0.23076923076923078,0.3617021276595745,0.14583333333333334,0.22,0.07692307692307693,0.14,0.17391304347826086,0.21739130434782608,0.21818181818181817,0.061224489795918366,0.14,0.11538461538461539,0.08771929824561403,0.136986301369863,P1
0.12962962962962962,0.11320754716981132,0.05357142857142857,0.03389830508474576,0.11475409836065574,0.019230769230769232,0.10714285714285714,0.04838709677419355,0.047619047619047616,0.057692307692307696,0.03571428571428571,0.03508771929824561,0.09836065573770492,0.03636363636363636,0.0,0.1016949152542373,0.03225806451612903,0.1044776119402985,0.12280701754385964,0.16071428571428573,0.0625,0.1206896551724138,0.0392156862745098,0.05555555555555555,0.078125,0.046875,0.10869565217391304,0.1702127659574468,0.11363636363636363,0.11904761904761904,0.0625,0.02127659574468085,0.061224489795918366,0.043478260869565216,0.06521739130434782,0.21739130434782608,0.09090909090909091,0.0425531914893617,0.1346153846153846,0.06382978723404255,0.041666666666666664,0.1,0.038461538461538464,0.08,0.10869565217391304,0.021739130434782608,0.01818181818181818,0.08163265306122448,0.1,0.019230769230769232,0.10526315789473684,0.0,P2
0.12962962962962962,0.20754716981132076,0.14285714285714285,0.15254237288135594,0.16393442622950818,0.15384615384615385,0.125,0.20967741935483872,0.19047619047619047,0.11538461538461539,0.25,0.15789473684210525,0.06557377049180328,0.12727272727272726,0.21052631578947367,0.13559322033898305,0.11290322580645161,0.16417910447761194,0.17543859649122806,0.125,0.109375,0.22413793103448276,0.21568627450980393,0.1111111111111111,0.15625,0.125,0.30434782608695654,0.10638297872340426,0.06818181818181818,0.30952380952380953,0.22916666666666666,0.19148936170212766,0.14285714285714285,0.17391304347826086,0.15217391304347827,0.1956521739130435,0.10909090909090909,0.2553191489361702,0.23076923076923078,0.19148936170212766,0.0625,0.1,0.11538461538461539,0.28,0.10869565217391304,0.10869565217391304,0.12727272727272726,0.16326530612244897,0.28,0.15384615384615385,0.14035087719298245,0.0958904109589041,P3
0.2222222222222222,0.1509433962264151,0.23214285714285715,0.0847457627118644,0.14754098360655737,0.11538461538461539,0.16071428571428573,0.20967741935483872,0.20634920634920634,0.21153846153846154,0.14285714285714285,0.07017543859649122,0.08196721311475409,0.07272727272727272,0.2631578947368421,0.11864406779661017,0.1774193548387097,0.13432835820895522,0.2631578947368421,0.07142857142857142,0.09375,0.1206896551724138,0.21568627450980393,0.09722222222222222,0.140625,0.09375,0.21739130434782608,0.2127659574468085,0.045454545454545456,0.14285714285714285,0.14583333333333334,0.0425531914893617,0.10204081632653061,0.2608695652173913,0.10869565217391304,0.41304347826086957,0.14545454545454545,0.1276595744680851,0.15384615384615385,0.1702127659574468,0.25,0.12,0.17307692307692307,0.2,0.06521739130434782,0.08695652173913043,0.10909090909090909,0.16326530612244897,0.28,0.15384615384615385,0.12280701754385964,0.1095890410958904,P4
0.14814814814814814,0.09433962264150944,0.23214285714285715,0.1864406779661017,0.09836065573770492,0.1346153846153846,0.16071428571428573,0.22580645161290322,0.14285714285714285,0.17307692307692307,0.19642857142857142,0.3157894736842105,0.13114754098360656,0.07272727272727272,0.22807017543859648,0.13559322033898305,0.16129032258064516,0.22388059701492538,0.10526315789473684,0.23214285714285715,0.171875,0.10344827586206896,0.19607843137254902,0.125,0.125,0.1875,0.17391304347826086,0.19148936170212766,0.29545454545454547,0.07142857142857142,0.10416666666666667,0.06382978723404255,0.10204081632653061,0.10869565217391304,0.1956521739130435,0.15217391304347827,0.07272727272727272,0.1702127659574468,0.15384615384615385,0.10638297872340426,0.10416666666666667,0.16,0.1346153846153846,0.22,0.15217391304347827,0.2608695652173913,0.10909090909090909,0.12244897959183673,0.1,0.21153846153846154,0.14035087719298245,0.1232876712328767,P5
0.05555555555555555,0.05660377358490566,0.03571428571428571,0.11864406779661017,0.09836065573770492,0.057692307692307696,0.14285714285714285,0.0967741935483871,0.09523809523809523,0.057692307692307696,0.017857142857142856,0.017543859649122806,0.08196721311475409,0.07272727272727272,0.05263157894736842,0.0847457627118644,0.04838709677419355,0.07462686567164178,0.17543859649122806,0.14285714285714285,0.0625,0.15517241379310345,0.13725490196078433,0.06944444444444445,0.0625,0.03125,0.021739130434782608,0.06382978723404255,0.045454545454545456,0.09523809523809523,0.0,0.06382978723404255,0.04081632653061224,0.2391304347826087,0.043478260869565216,0.021739130434782608,0.07272727272727272,0.0851063829787234,0.057692307692307696,0.0425531914893617,0.10416666666666667,0.08,0.07692307692307693,0.04,0.08695652173913043,0.06521739130434782,0.10909090909090909,0.10204081632653061,0.06,0.057692307692307696,0.17543859649122806,0.0821917808219178,P6
0.07407407407407407,0.1509433962264151,0.05357142857142857,0.11864406779661017,0.13114754098360656,0.1346153846153846,0.03571428571428571,0.04838709677419355,0.15873015873015872,0.057692307692307696,0.08928571428571429,0.03508771929824561,0.04918032786885246,0.07272727272727272,0.08771929824561403,0.05084745762711865,0.11290322580645161,0.14925373134328357,0.0,0.05357142857142857,0.109375,0.08620689655172414,0.0196078431372549,0.06944444444444445,0.109375,0.078125,0.043478260869565216,0.0851063829787234,0.06818181818181818,0.023809523809523808,0.0625,0.0425531914893617,0.04081632653061224,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.07272727272727272,0.10638297872340426,0.019230769230769232,0.06382978723404255,0.10416666666666667,0.16,0.038461538461538464,0.06,0.06521739130434782,0.13043478260869565,0.03636363636363636,0.12244897959183673,0.04,0.07692307692307693,0.03508771929824561,0.0136986301369863,P7
0.14814814814814814,0.11320754716981132,0.17857142857142858,0.15254237288135594,0.09836065573770492,0.15384615384615385,0.125,0.08064516129032258,0.15873015873015872,0.19230769230769232,0.14285714285714285,0.14035087719298245,0.2459016393442623,0.16363636363636364,0.08771929824561403,0.1864406779661017,0.16129032258064516,0.1044776119402985,0.22807017543859648,0.16071428571428573,0.1875,0.1896551724137931,0.09803921568627451,0.1527777777777778,0.171875,0.1875,0.06521739130434782,0.2127659574468085,0.2727272727272727,0.21428571428571427,0.1875,0.2127659574468085,0.16326530612244897,0.1956521739130435,0.17391304347826086,0.1956521739130435,0.2727272727272727,0.1276595744680851,0.1346153846153846,0.1702127659574468,0.0625,0.18,0.19230769230769232,0.28,0.08695652173913043,0.17391304347826086,0.14545454545454545,0.12244897959183673,0.14,0.07692307692307693,0.15789473684210525,0.1232876712328767,P8
0.25925925925925924,0.16981132075471697,0.17857142857142858,0.11864406779661017,0.18032786885245902,0.28846153846153844,0.21428571428571427,0.11290322580645161,0.20634920634920634,0.23076923076923078,0.26785714285714285,0.2631578947368421,0.26229508196721313,0.18181818181818182,0.15789473684210525,0.15254237288135594,0.20967741935483872,0.11940298507462686,0.17543859649122806,0.32142857142857145,0.28125,0.29310344827586204,0.19607843137254902,0.2222222222222222,0.21875,0.15625,0.08695652173913043,0.14893617021276595,0.1590909090909091,0.23809523809523808,0.0625,0.2765957446808511,0.1836734693877551,0.15217391304347827,0.1956521739130435,0.17391304347826086,0.12727272727272726,0.19148936170212766,0.28846153846153844,0.1702127659574468,0.1875,0.16,0.21153846153846154,0.1,0.2826086956521739,0.06521739130434782,0.12727272727272726,0.14285714285714285,0.2,0.23076923076923078,0.12280701754385964,0.1780821917808219,P9
0.4074074074074074,0.3584905660377358,0.3392857142857143,0.4915254237288136,0.32786885245901637,0.3076923076923077,0.4642857142857143,0.3225806451612903,0.38095238095238093,0.38461538461538464,0.5535714285714286,0.38596491228070173,0.3770491803278688,0.34545454545454546,0.2631578947368421,0.3220338983050847,0.3548387096774194,0.34328358208955223,0.3508771929824561,0.5892857142857143,0.25,0.39655172413793105,0.45098039215686275,0.2222222222222222,0.390625,0.421875,0.2608695652173913,0.3191489361702128,0.3409090909090909,0.2619047619047619,0.2916666666666667,0.6170212765957447,0.46938775510204084,0.2608695652173913,0.34782608695652173,0.1956521739130435,0.41818181818181815,0.46808510638297873,0.28846153846153844,0.3829787234042553,0.2708333333333333,0.34,0.2692307692307692,0.34,0.2391304347826087,0.5217391304347826,0.23636363636363636,0.32653061224489793,0.36,0.4423076923076923,0.3157894736842105,0.273972602739726,P10
